id,name,hazardous,absolute_magnitude,diameter_min_m,diameter_max_m,diameter_avg_m,size_category,close_approach_date,year,month,day,velocity_kmh,velocity_kps,miss_distance_km,miss_distance_ld,very_close,risk_score,impact_energy,orbiting_body,nasa_jpl_url,risk_rank
3989355,(2020 CB),False,27.7,7.6657557353,17.1411509231,12.4034533292,Small,2025-03-10,2025,3,10,24764.878666185,6.8791329628,36011593.24735043,93.6411044704,False,0.008529753588781483,45150780527.96199,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3989355,1567.0
2494658,494658 (2000 UG11),True,20.71,191.6703679668,428.5879720462,310.1291700065,Large,2025-03-12,2025,3,12,56311.2341010158,15.6420094725,23201645.77668837,60.3313416637,False,0.7526947209639882,3649076297595577.0,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2494658,223.0
3449135,(2009 EM1),False,23.0,66.7659413495,149.2931834393,108.0295623944,Medium,2025-03-12,2025,3,12,40611.0155324404,11.2808376479,20877692.173696324,54.2883548781,False,0.2101377010381019,80219611216099.94,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3449135,549.0
3728859,(2015 SZ16),False,22.91,69.5913043585,155.6108871884,112.60109577345,Medium,2025-03-12,2025,3,12,50965.442424828,14.1570673402,19723643.760114558,51.2874777073,False,0.2909586450359301,143068640597106.56,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3728859,474.0
3748472,(2016 FU12),False,26.9,11.0803882126,24.7765012606,17.9284447366,Small,2025-03-12,2025,3,12,52581.5542389348,14.6059872886,49976109.16370995,129.9530966897,False,0.01886312290236915,614695015656.9962,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3748472,1385.0
3838839,(2019 DQ),False,26.8,11.6025908209,25.9441817907,18.7733863058,Small,2025-03-12,2025,3,12,28624.4721937467,7.951242276,18718249.149254587,48.6731456742,False,0.028708789481746856,209154796354.911,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3838839,1221.0
54111253,(2021 CQ3),False,18.944,432.2698810854,966.5848387326,699.427359909,Large,2025-03-12,2025,3,12,150583.0194186808,41.8286165052,69447542.71827646,180.5847510891,False,1.5165674636809878,2.9932628506300326e+17,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54111253,108.0
2796120,796120 (2009 EM1),False,23.0,66.7659413495,149.2931834393,108.0295623944,Medium,2025-03-12,2025,3,12,40611.0155397268,11.2808376499,20877692.173696324,54.2883548781,False,0.21013770107580468,80219611244544.5,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2796120,548.0
2469219,469219 Kamo`oalewa (2016 HO3),False,24.31,36.5220356958,81.6657544926,59.0938950942,Medium,2025-03-13,2025,3,13,11655.4744703499,3.2376317973,25631363.547872145,66.6493474815,False,0.026872054010609325,1081565357208.2571,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2469219,1248.0
3117427,(2002 EM7),False,24.4,35.0392641108,78.3501764334,56.6947202721,Medium,2025-03-13,2025,3,13,26852.776798605,7.4591046663,17211967.61402811,44.7563551664,False,0.08845070495515289,5069571555272.203,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3117427,794.0
3558374,(2011 EC7),False,21.3,146.0679642714,326.6178974458,236.3429308586,Medium,2025-03-13,2025,3,13,107816.769801563,29.9491027227,35658520.68717779,92.7230083377,False,0.7146042763285804,5920596795406465.0,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3558374,234.0
3713989,(2015 FC35),False,22.15,98.754063894,220.8207999214,159.7874319077,Medium,2025-03-13,2025,3,13,92446.7190865369,25.6796441907,69084011.87573062,179.6394602387,False,0.2138240589979353,1345165929354041.2,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3713989,542.0
3745995,(2016 EO84),False,22.34,90.4804968225,202.3205415331,146.4005191778,Medium,2025-03-13,2025,3,13,102708.3969921722,28.5301102756,58837339.848475404,152.9949938529,False,0.25556156485486026,1277040749506201.2,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3745995,511.0
3788026,(2017 UG5),False,26.3,14.6067964271,32.6617897446,23.63429308585,Small,2025-03-13,2025,3,13,48447.8066303446,13.457724064,32910492.472712424,85.5772984728,False,0.034792237223965794,1195476637988.0613,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3788026,1153.0
3824978,(2018 KS),False,27.9,6.9912523225,15.6329154409,11.3120838817,Small,2025-03-06,2025,3,6,21205.6550362743,5.8904597323,40674211.92283011,105.7653323405,False,0.0058975979422009675,25112863602.25497,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3824978,1616.0
3892681,(2019 VW2),False,22.7,76.6575573531,171.4115092306,124.03453329185,Medium,2025-03-06,2025,3,6,78169.9257414695,21.7138682615,64107970.04458331,166.700236757,False,0.1512412614228606,449854689527036.5,Earth,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3892681,626.0
